NodeID,Day,Room,Fraction,Patients,Weighted_Contrib
41e072024ee8370658f7fb1d78e5be04,3,1,0.003607,19;62;123;125;174;188;242,0.025248
00fb5b95020ba379b6482e0a01b511e2,0,3,0.074157,16;24;50;55;65;105;123;176;186;194,0.741571
8b86416d19039f5f3629116eae86a542,0,3,0.078668,27;51;64;72;77;91;120;150;167;240,0.786682
4a3c3a5ca061f44a5226aec637833592,0,3,0.048539,9;35;36;77;96;105;163;169;218,0.436850
79cb87e2721bc896c3ffb0c9e2013eec,0,3,0.066766,26;37;75;84;154;155;177;190;234;244,0.667657
a16e3c1bfae04d4270febb995f6894ba,0,3,0.101415,14;21;27;31;53;69;85;135;179;192,1.014152
9e28d04b559a9f0a2f5eed286478b553,0,3,0.151351,11;33;46;81;84;175;190;200;210;222,1.513508
c40feb7102c973283ab0c21c737aedb0,0,3,0.103699,59;97;109;120;132;134;142;200;234,0.933292
ba97ba79b24278251b7224505d0699bf,0,3,0.201260,32;44;56;94;123;134;183;192;248,1.811344
c31d227405c9628113015aaa84300974,0,3,0.174144,39;45;74;97;119;126;177;211,1.393155
b29cbce805b7939752497246f3d57117,0,1,0.180631,8;12;18;99;128;133,1.083789
637ac7b615f278b8e3e756b1bc983733,0,1,0.035658,75;122;147;204;246,0.178291
412946b83911bdd50fe0c37580dc6dff,0,1,0.165205,1;12;73;91;110,0.826024
89a124e3eacc07a72e0fd6b485d02193,0,1,0.159049,3;124;129;137;147,0.795246
e5984d4e9eb08b586e16b9591d7f7726,0,1,0.110438,59;122;145;147;171;174;212,0.773067
5e2a2ffc596e9b7cbcb7a033d3d1edbf,0,1,0.349018,104;122;217;227;246,1.745090
feaf2e66d2a127f46ffedeb219f2d189,1,1,0.045719,43;66;102;110;170;178,0.274316
72c1d8865c914445b5683ba2e4532bfe,1,1,0.176685,20;50;57;76;194;204;243,1.236795
a80cfceb307a9588992a5be4ea58b3dc,1,1,0.210280,114;117;130;138;188;189;219;245,1.682241
34cc4ac7be5b949b0dfc75aaa9350f85,1,1,0.020101,58;129;156;165;184;212;227,0.140706
ddea0f4d2282809ab61ed6c6595ef398,1,1,0.122686,19;23;57;62;71;138;171;186,0.981491
43049b3e6796b0d6c47dbb1ff2ebb13a,1,1,0.056574,17;45;72;75;130;203;205,0.396015
2b84770f70b17743227909d31b0438b5,1,1,0.245570,30;99;130;147,0.982278
dcf869a468820e6ae3c22c25d6848a99,1,1,0.024760,73;76;105;162;221,0.123799
588f944c40248242a4e04bdfb9f1af8c,1,1,0.097625,17;30;79;115;206;234,0.585751
328ec8833134e082a7cb02c3e5cf7df3,0,2,0.105348,113;141;187;230;244,0.526740
793b5f620921590cc8572b55f15c026d,0,2,0.047807,55;63;84;113;171;227;235,0.334647
15ec3d38513079709475fa1b1e41c994,0,2,0.165205,178;207;212;219;224,0.826024
5f1018f0c305191d17864ac7e12b3893,0,2,0.059256,6;47;76;128;178;181,0.355535
fdb6f3c13a12268eb7bf8ac94ea6fe66,0,2,0.123287,38;158;191;212;217;235;242,0.863007
2a29742c7abc96f0866b3e09aa7de2ac,0,2,0.244551,12;124;128;150;214;225,1.467305
24393ca32e462e3fc8079822b873c26f,0,2,0.153028,4;61;104;109;111;186;206,1.071199
14f84a2996478c22edad51075113e5f6,0,2,0.101519,58;63;115;128;154;207,0.609113
bcca824674921251d68e9472ace87404,1,5,0.027134,7;39;81;123;153;192;233,0.189935
59b85b39799f5af88c740a36b7ef1e6a,1,5,0.033867,2;13;26;28;35;44;78;94;110;119;230,0.372542
5282687318a15881afa225aa4a8545d3,1,5,0.076205,31;37;51;67;71;94;166;169;173;200,0.762051
3a0b6cb1a22c45b48f4e183c500ede7f,1,5,0.152300,6;25;54;86;139;150;210;226;229;237,1.522999
07ec361f1c6a234eea6363aabe199e34,1,5,0.015056,25;42;56;157;177;194;200;222;243,0.135508
3188bd197da1c8f2ba5790961d3f563a,1,5,0.115222,29;100;114;118;182;191;215;216;233,1.036997
08670009560e347eb9f119da72a9d650,1,5,0.110005,0;16;31;42;50;116;163;186;215;229;237,1.210057
55c16593cb689d996a0e5f0666683e91,1,5,0.072631,33;52;65;96;114;119;170;222;240,0.653683
89495e99453653bc4f6f7fa129dbec40,1,5,0.111611,48;74;181;196;232;233;237;240,0.892888
dabae6f2b9bb401a2f13093d963d39bb,1,5,0.066794,37;67;132;183;218;226;230;236;237;249,0.667943
59604ba5232ce293535bdcdf64864f33,1,5,0.028075,41;68;81;107;112;142;172;191,0.224598
